,target,text
557,0,"['i', 'have', 'a', 'summer', 'cold', 'great', 'grrrreat', 'i', 'feel', 'horribl']"
1586,4,"['in', 'yearbook', 'class', 'wit', 'thee', 'homegurli', 'vicki', 'monday', 'uggh', 'soo', 'mondayishh', 'lol', 'but', 'still', 'fellin', 'awesom']"
1529,4,"['thank', 'i', 'love', 'the', 'word', 'crikey', 'it', 's', 'like', 'my', 'sayin']"
680,0,"['where', 'did', 'you', 'read', 'that', 'at']"
994,4,"['hi', 'sweet', 'pea']"
908,4,"['look', 'like', 'you', 'guy', 'were', 'have', 'fun']"
15,0,"['no', '19', 'i', 'd', 'assum', 'they', 'd', 'check', 'if', 'i', 'actual', 'did', 'win', 'someth']"
391,0,"['sad', 'noth', 'is', 'safe', 'from', 'spammer', 'and', 'or', 'market']"
311,0,"['wow', 'i', 'just', 'watch', 'the', 'mtv', 'movi', 'award', 'on', 'there', 'websit', 'poor', 'rob', 'dure', 'the', 'kiss', 'i', 'hope', 'that', 'was', 'all', 'intent']"
892,4,"['load', 'watch', 'noth', 'but', 'the', 'truth']"
930,4,"['just', 'had', 'lunch', 'lol', 'btw', 'good', 'afternoon', 'ppl']"
281,0,"['is', 'realli', 'hungri', 'after', 'not', 'take', 'afternoon', 'tea', 'to', 'work', 'today']"
354,0,"['suzzzanna', 'i', 'was', 'have', 'aw', 'dream', 'that', 'husband', 'amp', 'i', 'were', 'get', 'remarri', 'but', 'everyth', 'was', 'go', 'wrong', 'at', 'wed']"
424,0,"['want', 'to', 'go', 'to', 'disneyland']"
1335,4,"['eat', 'my', 'favorit', 'cereal']"
950,4,"['oatmeal', 'raisin', 'cooki']"
764,0,"['oh', 'noe', 'slow', 'internet', 'ftl', 'pet', 'share', 'some', 'of', 'her', 'btw', 'i', 'got', 'glee', 'in', 'the', 'mail', 'today', 'yayyyi', 'ty', 'bb', 'lt', '3']"
1583,4,"['last', 'night', 'was', 'great', 'fun', 'weezer', 'is', 'current', 'sooth', 'my', 'hangov']"
1576,4,"['haha', 'no', 'way', 'i', 'hope', 'u', 'dont', 'get', 'lost', 'it', 'practic', 'life', 'size']"
90,0,"['on', 'the', 'phone', 'with', 'my', 'babi', 'i', 'miss', 'him', 'so', 'much']"
597,0,"['holiday', 'i', 'don', 't', 'know', 'whether', 'i', 'should', 'go']"
751,0,"['the', 'whole', 'wait', 'list', 'thing', 'is', 'scare', 'me', 'i', 'm', 'just', 'pray', 'i', 'get', 'in', 'januari', 'let', 's', 'just', 'hope', '77', 'is', 'a', 'lucki', 'number']"
738,0,"['big', 'dose', 'of', 'nothing', 'for', 'dinner', 'i', 'hate', 'miss', 'the', 'gym']"
979,4,"['how', 'is', 'everyon', 'on', 'this', 'fine', 'monday', 'what', 'is', 'everyon', 's', 'opinion', 'of', 'the', 'new', 'wolverin', 'movi']"
446,0,"['ok', 'so', 'everytim', 'i', 'read', 'twitter', 'i', 'so', 'want', 'to', 'be', 'a', 'superstar']"
167,0,"['im', 'soooo', 'bore', 'right', 'now']"
75,0,"['bigger', 'bag', 'broke', 'jump', 'onto', 'tube', 'which', 'then', 'trap', 'my', 'foot', 'almost', 'lost', 'my', 'flip', 'flop']"
545,0,"['i', 've', 'been', 'a', 'fan', 'sinc', 'the', 'first', 'album', 'and', 'heard', 'such', 'great', 'review', 'of', 'their', 'concert', 'hope', 'i', 'll', 'get', 'the', 'chanc', 'again']"
196,0,"['kirsten', 'is', 'never', 'up', 'in', 'the', 'morn', 'and', 'i', 'think', 'she', 'is', 'mad', 'at', 'me']"
1043,4,"['annni', 'babe', 'i', 'have', 'to', 'revis', 'for', 'busman', 'give', 'me', 'sympathi', 'hahaha']"
521,0,"['need', 'to', 'refilm', 'her', 'audit', 'sound', 'is', 'too', 'quiet', 'x']"
1109,4,"['listen', 'some', 'music']"
1400,4,"['nice', 'poster', 'annd', 'yall', 'say', 'quot', 'limit', 'capac', 'get', 'in', 'line', 'earli', 'quot', 'would', 'you', 'sell', 'ticket', 'earli', 'i', 'want', 'one']"
1324,4,"['oh', 'soo', 'sleepi', 'at', 'trabaja', 'grate', 'for', 'the', 'morn', 'desk', 'call', 'from', 'padr']"
97,0,"['cuddl', 'with', 'sammi', 'befor', 'i', 'leav', 'him', 'until', 'sunday', 'my', 'baaabi']"
906,4,"['por', 'fin', 'viernesssssssssssssssssssssssssssssssss']"
1506,4,"['i', 'must', 'have', 'view', 'that', 'pictur', 'of', 'me', 'and', 'alicecsw', 'from', 'saturday', 'morn', 'about', 'a', 'mill', 'time', 'x']"
393,0,"['my', 'exam', 'just', 'start', 'bore']"
1106,4,"['morn', 'good', 'for', 'you', 'good', 'news', 'on', 'the', 'smile', 'front']"
5,0,"['dammiitt', 'i', 'wish', 'i', 'had', 'mtv']"
1340,4,"['lol', 'i', 'prob', 'would', 'have', 'slap', 'him', 'too', 'stupid', 'teach', 'xd', 'aw', 'thank', 'your', 'sweet']"
1187,4,"['arriv', 'at', 'funchal', 'veri', 'hot', 'and', 'beer', 'cold', 'pic', 'later']"
1378,4,"['be', 'on', 'cellufun', 'on', 'playdat', 'with', 'my', 'pet']"
1525,4,"['thank', 'god', 'becaus', 'i', 'need', 'that', 'starbuck', 'when', 'i', 'eventu', 'move', 'to', 'lincoln', 'park', 'miss', 'yous']"
460,0,"['finish', 'the', 'last', 'of', 'the', '7', 'season', 'of', 'gilmor', 'girl', 'miss', 'the', 'lorelai', 'alreadi']"
1463,4,"['i', 'wish']"
1552,4,"['oooh', 'have', 'you', 'room', 'for', 'one', 'more', 'me', 'that', 'is', 'xx', 'send', 'yellow', 'rose', 'in', 'hope']"
1126,4,"['awesom', 'well', 'have', 'fun', 'in', 'nz']"
104,0,"['naw', 'are', 'you']"
403,0,"['chelsea', 'best', 'show', 'everton', 'what', 'good', 'im', 'dread', 'the', 'barber', 'if', 'they', 'don', 't']"
1328,4,"['good', 'news', 'bear', 'repeat', 'huh', 'lol', 'gotta', 'love', 'the', 'crackberri', 'and', 'all', 'it', 's', 'quirk']"
741,0,"['hate', 'live', 'down', 'here', 'in', 'fl', 'miss', 'ga', 'like', 'crazi', 'like', 'they', 'say', 'you', 'dont', 'know', 'what', 'you', 'got', 'till', 'it', 'gone', 'ga', 'on', 'my', 'mind']"
1423,4,"['divers', 'wer', 'brilliant', 'tonight', 'so', 'happi', 'they', 'won']"
1316,4,"['long', 'night', 'of', 'parti', 'aheadddddddddd', 'love', 'you', 'laura']"
1265,4,"['everybodi', 'check', 'out', 'itstyrab', 's', 'song', 'quot', 'you', 'givin', 'me', 'a', 'rush', 'quot', 'it', 'amaz', 'amp', 'it', 'a', 'version', 'of', 'paulaabdul', 's', 'quot', 'rush', 'rush', 'quot']"
414,0,"['le', 'sigh', 'riggen', 'that', 'make', 'easi', 'shit', 'hard']"
556,0,"['last', 'day', 'in', 'vermont']"
1045,4,"['you', 'guy']"
1505,4,"['sleep', 'well', 'and', 'don', 't', 'forget', 'to', 'air', 'out', 'the', 'dog']"
1454,4,"['of', 'cours', 'it', 's', 'you', 'you', 'tweet', 'all', 'the', 'time', 'and', 'you', 'ask', 'the', 'coolest', 'question', 'ever', 'you', 'should', 'win']"
803,4,"['can', 't', 'wait', 'to', 'worship', 'with', 'you', 'guy', 'tonight', 'it', 'll', 'be', 'so', 'much', 'fun']"
1192,4,"['i', 'wish', 'you', 'want', 'to', 'fli', 'the', 'team', 'up']"
587,0,['yea']
282,0,"['what', 'is', 'common', 'between', 'chidambaram', 'and', 'georg', 'bush']"
218,0,"['that', 'was', 'uncal', 'for']"
817,4,"['mad', 'late', 'but', 'good', 'luck']"
1436,4,"['you', 'might', 'like', 'this']"
580,0,"['tri', '90', '4', 'next', '3', 'day', 'o', 'yuk', 'lol', 'n', 'e', 'thing', 'poppin', 'sn']"
592,0,"['had', 'the', 'worst', 'experi', 'w', 'auto', 'pay', 'don', 't', 'recommend', 'it', 'in', '140', 'charact', '700', 'was', 'taken', 'out', 'of', 'my', 'a', 'c', 'amp', 'took', 'a', 'month', 'to', 'return']"
59,0,"['keep', 'my', 'friend', 'and', 'her', 'children', 'in', 'my', 'thought', 'today', 'as', 'they', 'mourn', 'the', 'loss', 'of', 'their', 'husband', 'father', 'who', 'sudden', 'die', 'yesterday']"
1120,4,"['thank', 'i', 'm', 'happi', 'with', 'how', 'it', 'turn', 'out']"
896,4,"['the', 'glass', 'make', 'you', 'look', 'coquettish']"
1547,4,"['almost', 'done', 'with', 'my', 'sis', 'hair', 'just', 'ate', 'mcdonald', 's', 'and', 'am', 'have', 'my', 'fav', 'vanilla', 'ice', 'coffe']"
253,0,"['super', 'annoy', 'i', 'wrote', 'a', 'blog', 'that', 'took', 'me', '2', 'hour', 'to', 'write', 'and', 'it', 'gone', 'now', 'and', 'i', 'didn', 't', 'get', 'to', 'save', 'it']"
885,4,"['fine', 'it', 'our']"
584,0,"['nothin', 'bore']"
507,0,"['are', 'we', 'head', 'to', 'anoth', 'servic', 'it', 's', 'not', 'show', 'up', 'live', 'for', 'me']"
1007,4,"['lol', 'i', 'love', 'ur', 'sens', 'of', 'humor', 'i', 'd', 'better', 'nevr', 'let', 'u', 'find', 'out', 'bout', 'my', 'most', 'embarrass', 'stuff', 'u', 'll', 'nevr', 'let', 'me', 'live', 'it', 'down']"
730,0,"['i', 'total', 'dont', 'understand', 'my', 'new', 'phone', 'at', 'all']"
401,0,"['are', 'you', 'serious', 'biff']"
898,4,"['hmmm', 'yum', 'btw', 'whi', 'you', 'have', 'so', 'mani', 'tatoo', 'not', 'like', 'i', 'hate', 'it', 'or', 'anyth', 'lol', 'x']"
1398,4,"['just', 'sit', 'here', 'watch', 'my', 'babi', 'life', 'can', 'be', 'amaz', 'afteral']"
1421,4,"['hope', 'you', 'feel', 'better']"
975,4,"['that', 'excit', 'huh']"
26,0,"['spent', 'even', 'look', 'after', 'suki', 'doggi', 'shit', 'herself', 'everywher', 'fall', 'off', 'the', 'deck', 'into', 'ditch', 'and', 'whine', 'amp', 'run', 'into', 'thing']"
1273,4,"['haha', 'sure', 'dorito', 'are', 'yummi', 'especi', 'chilli', 'heatwav', 'haha', 'xd']"
652,0,"['and', 'sometim', 'u', 'get', 'taken', 'advantag', 'of', 'a', 'lot', 'by', 'your', 'own', 'kind']"
1223,4,"['ooohh', 'but', 'a', 'good', 'quot', 'd', 'quot', 'and', 'well', 'worth', 'it', 'whoever', 'came', 'up', 'with', 'that', 'one', 'is', 'a', 'genius']"
688,0,"['i', 'm', 'so', 'bore', 'i', 'wanna', 'go', 'homeee']"
922,4,"['yay', 'parti', 'tonit', 'tri', 'get', 'readi', 'for', 'it', 'last', 'night', 'but', 'was', 'so', 'tire', 'it', 'least', 'i', 'know', 'what', 'i', 'am', 'go', 'to', 'wear']"
961,4,"['oh', 'i', 'm', 'a', 'girl', 'and', 'game', 'comput', 'are', 'awesom', 'they', 'support', 'better', 'graphic', 'and', 'sound', 'so', 'game', 'are', 'pretti', 'and', 'don', 't', 'lag']"
1214,4,"['are', 'you', 'eat', 'out', 'just', 'post', 'some', 'great', 'restaur', 'deal', 'incl', 'free', 'meal']"
608,0,"['they', 're', 'both', 'dead']"
65,0,"['oh', 'no', 'way', 'you', 'can', 't', 'do', 'that', 'sooo', 'unfair']"
1201,4,"['well', 'good', 'luck']"
187,0,"['lol', 'defin', 'not', 'hot', 'haha', 'and', 'i', 'would', 'for', 'sure', 'cri', 'if', 'u', 'kick', 'my', 'unheal', 'boob']"
1523,4,"['hey', 'wat', 'up', 'i', 'hope', 'all', 'goe', 'good', '4', 'u']"
1291,4,"['awww', 'ull', 'get', 'it', 'soon', 'enough']"
668,0,"['i', 'think', 'i', 'm', 'way', 'more', 'awak', 'than', 'i', 'should', 'be', 'this', 'earli', 'so', 'excit', 'to', 'go', 'out', 'tonight', 'not', 'so', 'excit', 'about', 'and', 'lack', 'of', 'iphon']"
1277,4,"['we', 'know', 'that', 'but', 'some', '2leg', 'are', 'not', 'so', 'smart']"
413,0,"['i', 'am', 'lost', 'pleas', 'help', 'me', 'find', 'a', 'good', 'home']"
1213,4,"['aww', 'thank', 'it', 'get', 'better', 'yea', 'how', 'are', 'ya', 'so', 'far', 'lt', '3']"
316,0,"['well', 'i', 'will', 'have', 'to', 'goo', 'soon']"
703,0,"['beauti', 'day', 'too', 'bad', 'i', 'will', 'have', 'to', 'studi']"
1515,4,"['my', 'mother', 'day', 'has', 'been', 'veri', 'chillax']"
1178,4,"['cool', 'nacho', 'have', 'yew', 'talk', 'to', 'jayk', 'or', 'ani', 'of', 'chur', 'friend', 'that', 'chu', 'might', 'of', 'mention', 'onc', 'of', 'twice']"
1004,4,"['i', 'like', 'to', 'rememb', 'it', 'as', 'm', 'goe', 'with', 'm', 'ie', 'mallori', 'weiss', 'is', 'the', 'mucos', 'tear', 'then', 'the', 'other', 'one', 's', 'the', 'other', 'one']"
596,0,"['ill', 'come', 'in', 'and', 'stalk', 'you', 'sike', 'i', 'live', 'like', '4', 'hour', 'away']"
1267,4,"['yup', 'i', 'am', 'work', 'today', 'on', 'my', 'way', 'down', 'right', 'now', 'and', 'gonna', 'stop', 'at', 'timmi', 'as', 'usual']"
451,0,"['wish', 'i', 'was', 'there']"
625,0,"['when', 'talk', 'about', 'peter', 'and', 'london', 'make', 'me', 'miss', 'london', 'last', 'summer', 'so', 'much']"
124,0,"['i', 'realli', 'don', 't', 'wanna', 'be', 'a', 'vampir', 'love', 'tween']"
353,0,"['this', 'mood', 'is', 'more', 'shittysweet', 'then', 'bitter', 'at', 'least', 'it', 's', 'final', 'gettin', 'fix', 'ugh']"
506,0,"['hey', 'u', 'no', 'not', 'yet', 'soon', 'mayb', 'tomorrow']"
38,0,"['quot', 'binthia', 'quot', 'is', 'serious', 'now', 'she', 'hot', 'realli', 'quiet', 'and', 'look', 'mad', 'tire', 'kinda', 'feel', 'bad', 'cuz', 'she', 'had', 'to', 'drive', 'after', 'onli', 'sleep', 'a', 'few', 'hour']"
289,0,"['this', 'is', 'the', 'awkwardest', 'thing', 'ever', 'he', 'is', 'weird', 'bekki', 'and', 'need', 'a', 'shower', 'haha']"
1579,4,"['i', 'm', 'talk', 'about', 'them', 'come', 'on', 'lion', 'lion']"
1137,4,"['rememb', 'me']"
1193,4,"['i', 'have', 'dual', 'monitor', 'osx', 'and', 'dual', 'monitor', 'win', '7', 'setup', 'to', 'clarifi', 'i', 'can', 'use', 'the', 'win', '7', 'dual', 'but', 'onli', '1', 'mac']"
774,0,"['my', 'wisdom', 'teeth', 'are', 'come', 'in', 'darnit', 'ani', 'home', 'remedi', 'that', 'don', 't', 'involv', 'cold', 'metal', 'object', 'use', 'to', 'remov', 'bodi', 'part']"
768,0,"['omg', 'that', 'harper', 's', 'island', 'is', 'total', 'gross', '1', 'episod', 'amp', '3', 'peopl', 'die', 'scari', 'haha', 'i', 'm', 'realli', 'tire', 'but', 'i', 'don', 't', 'want', 'to', 'sleep']"
1058,4,"['maiaski', 'girl', 'are', 'we', 'have', 'dinner', 'on', 'wednesday', 'with', 'mel', 'and', 'pew']"
740,0,"['im', 'quit', 'bore', 'and', 'my', 'iphon', 'updat', 'is', 'delay', 'until', 'tomorrow']"
1209,4,"['chillin', 'should', 'be', 'sleep', 'i', 'miss', 'you', 'hun']"
676,0,"['wait', 'for', 'a', 'movi', 'to', 'load', 'this', 'is', 'take', 'forev']"
1496,4,"['nak', 'in', 'my', 'case', 'i', 'm', 'endless', 'addict', 'with', 'my', 'new', 'mb', 'pro']"
206,0,"['noper', 'dread', 'i', 'know']"
63,0,"['hope', 'i', 'll', 'feel', 'better', 'by', 'tomorrow', 'i', 'might', 'have', 'strep']"
362,0,"['headach', 'still', 'not', 'lift', 'addit', 'symptom', 'look', 'like', 'pill', 'pop', 'all', 'day']"
1087,4,"['is', 'enjoy', 'the', 'begin', 'of', 'her', 'summer']"
756,0,"['the', 'song', 'what', 'if', 'by', 'ashley', 'tisdal', 'explain', 'how', 'i', 'feel', 'with', 'my', 'love', 'life', 'right', 'now', 'lt', '3']"
1227,4,"['so', 'tire', 'wake', 'up', 'at', '610', 'd', 'mathh', 'finall', 'then', 'win', 'then', 'home', 'lt', '3']"
1592,4,"['happi', 'travel', 'enjoy', 'ur', 'last', 'day', 'in', 'the', 'uk', 'amp', 'can', 't', 'wait', 'to', 'hear', 'about', 'ibj', 'amp', 'geneva']"
27,0,"['home', 'from', 'work', 'was', 'miss', 'my', 'maddi', 'bug', 'now', 'off', 'to', 'put', 'cloth', 'away', 'and', 'make', 'our', 'bed', 'mayb', 'sleep', 'in', 'it', 'tonight']"
977,4,"['yeah', 'just', 'wrote', 'someth', 'just', 'publish', 'it', 'actual', 'have', 'a', 'third', 'glass', 'of', 'wine', 'left', 'bed', 'soon', 'i', 'guess', 'how', 'are', 'ya']"
1139,4,"['hell', 'yea', 'cuti']"
518,0,"['have', 'to', 'get', 'up', 'earli', 'for', 'school', 'tomorrow', 'too', 'tire', 'but', 'i', 'know', 'i', 'll', 'be', 'abl', 'to', 'do', 'it', 'anyway', 'lol']"
1582,4,"['thank', 'to', 'everybodi', 'who', 'vote', 'i', 'won', 't', 'be', 'bother', 'you', 'all', 'about', 'this', 'ani', 'more']"
832,4,"['hi', 'bill', 'thx', 'for', 'the', 'follow', 'you', 'do', 'a', 'lot', 'of', 'affili', 'market', 'ever', 'tri', 'mktg', 'your', 'own', 'thing']"
456,0,"['ok', 'you', 'win', 'on', 'that', 'point']"
665,0,"['don', 't', 'think', 'i', 'can', 'get', 'anyth', 'right', 'today']"
678,0,"['ahhh', 'i', 'cant', 'go', 'but', 'i', 'll', 'go', 'to', 'sf', 'tomorrow', 'wooh', 'cant', 'waitt']"
1159,4,"['woohooooooooooo', 'is', 'stalk', 'ya']"
984,4,"['my', 'kitti', 's', 'so', 'snugg', 'and', 'design', 'to', 'sell', 'is', 'on', 'what', 'els', 'do', 'i', 'need', 'hmm', 'mayb', 'some', 'food']"
152,0,"['watch', 'lost', 'and', 'then', 'i', 'got', 'to', 'v', 'cover', '150', 'page']"
1474,4,"['christma', 't', 'glinda', 'is', 'the', 'good', 'witch', 'of', 'the', 'north', 'from', 'wizard', 'of', 'oz']"
315,0,"['sorri', 'to', 'hear', 'that', 'martin', 'give', 'her', 'my', 'best']"
1457,4,"['thankyou', 'for', 'be', 'human', 'not', 'just', 'a', 'hollywood', 'robot', 'ur', 'a', 'legend', 'babe']"
1232,4,"['heh', 'never', 'i', 'll', 'never', 'go', 'red', 'commi', 'mwuahahahaha', 'rofl']"
1590,4,"['i', 'need', 'sim', 'three', 'ahh', 'pete', 'wentz', 'birthday', 'yday', 'everi', 'sim', 'addit', 'for', 'ten', 'year', 'of', 'age', 'bless', 'him', 'h', 'i', 'love', 'him']"
1239,4,"['she', 's', 'cute']"
1129,4,"['yeh', 'so', 'excit', 'xxx']"
420,0,"['after', 'secur', 'scare', 'we', 're', 'now', 'forc', 'to', 'sit', 'in', 'lock', 'offic', 'not', 'do', 'much', 'for', 'legit', 'visit', 'or', 'air', 'circul', 'dang', 'thieveri']"
499,0,"['everyon', 's', 'talk', 'about', 'the', 'goodi', 'at', 'bea09', 'i', 'wanna', 'be', 'there']"
1152,4,"['hey', 'low', 'mitchel', 'awesom', 'music', 'woot']"
1539,4,"['on', 'my', 'way', 'home', 'from', 'movi', 'anyon', 'come', 'over']"
713,0,"['in', 'my', 'apt', 'work', 'was', 'crazi', 'today']"
636,0,"['hope', 'you', 'rip', 'sascha', 'ass', 'in', 'your', 'next', 'song', 'he', 'was', 'well', 'out', 'of', 'order', 'for', 'do', 'that', 'to', 'you']"
81,0,"['i', 'realli', 'want', 'to', 'see', 'boy', 'like', 'girl', 'tonight']"
526,0,"['my', 'soul', 'no', 'longer', 'has', 'the', 'desir', 'to', 'twitter', 'becaus', 'natali', 'and', 'tim', 'can', 't', 'see', 'them', 'from', 'their', 'phone']"
189,0,"['i', 'hate', 'morn', 'even', 'friday', 'morn', 'wish', 'i', 'wasn', 't', 'so', 'tire']"
1169,4,"['just', 'met', 'a', 'friend', 'i', 'like', 'she', 's', 'one', 'of', 'my', 'friend', 'i', 'went', 'to', 'franb', 'with', 'talk', 'with', 'her', 'made', 'me', 'happi']"
681,0,"['fight', 'over', 'the', 'avali', 'wash', 'machin', 'at', 'my', 'apt', 'for', 'the', 'last', 'coupl', 'of', 'hour', 'stupid', 'ladi', 'has', 'been', 'use', 'them', 'the', 'entir', 'day']"
1086,4,"['luckylucki', 'boy', 'my', 'bf', 'and', 'i', 'broke', 'up', 'the', 'distanc', 'was', 'too', 'much', 'so', 'happi', 'for', 'you', 'rock', 'that', 'boy', 'world']"
399,0,"['we', 're', 'get', 'violent', 'program', 'random', 'decid', 'to', 'hate', 'us', 'when', 'we', 'took', 'a', 'break', 'to', 'get', 'food']"
1262,4,"['here', 'is', 'a', 'new', 'art', 'piec', 'i', 'm', 'wrking', 'on', 'for', 'fun', 'let', 'me', 'know', 'what', 'u', 'think']"
1543,4,"['oh', 'wow', 'that', 'sound', 'awesom', 'i', 'will', 'spread', 'the', 'word', 'and', 'set', 'my', 'dvr']"
114,0,"['i', 'm', 'extremem', 'lone', 'right', 'now', 'everyon', 'is', 'out', 'and', 'i', 'm', 'stuck', 'here', 'do', 'math', 'revis', 'against', 'my', 'will', 'boo']"
831,4,"['need', 'to', 'get', 'an', 'intel', 'base', 'mac', '1st', 'but', 'this', 'impact', 'on', 'dual', 'core', 'vs', 'quad', 'choic', 'latter', 'probabl', 'better', 'for', 'virtual']"
941,4,"['is', 'watchin', 'her', 'burger', 'n', 'chip', 'be', 'cookd', 'lol', 'x']"
30,0,"['can', 't', 'think', 'of', 'him', 'that', 'way', 'ani', 'more', 'or', 'at', 'least', 'i', 'tri', 'not', 'to', 'lol']"
857,4,"['wow', 'i', 'will', 'need', 'to', 'adjust', 'my', 'sleep', 'or', 'just', 'wake', 'up', 'like', 'this', 'at', 'odd', 'time', 'well', 'i', 'do', 'that', 'anyway', 'it', 'how', 'i', 'roll', 'hehe']"
1176,4,"['instal', 'window', '7', 'on', 'laptop', 'so', 'far', 'it', 'a', 'lot', 'better', 'than', 'vista', 'think', 'xp', 'will', 'final', 'have', 'a', 'successor']"
658,0,"['i', 'love', 'ur', 'new', 'default', 'it', 'soo', 'pretti', 'but', 'how', 'come', 'i', 'cant', 'listen', 'to', 'this', 'song', 'on', 'myspac']"
878,4,"['follow', 'p', 'nk', 'l', 'l']"
815,4,"['thank', 'you']"
175,0,"['i', 'broke', 'my', 'arm']"
1373,4,"['boston', 'with', 'some', 'fab']"
1071,4,"['and', 'that', 'is', 'whi', 'jeremi', 'did', 'not', 'ride', 'the', 'bull', 'although', 'i', 'told', 'jeffx', 'offer', '500', 'to', 'do', 'it', 'i', 'said', 'make', 'it', '1', '000']"
1114,4,"['hey', 'i', 'know', 'you']"
22,0,"['they', 'search', 'my', 'person', 'too', 'one', 'grab', 'my', 'stomach', 'under', 'my', 'sweater', 'that', 's', 'what', 'i', 'get', 'for', 'wear', 'a', 'sweater', 'in', 'snowi', 'weather']"
894,4,"['damn', 'i', 'haven', 't', 'read', 'ani', 'more', 'of', 'break', 'dawn', 'but', 'i', 've', 'got', 'load', 'of', 'piano', 'music', 'might', 'just', 'go', 'and', 'experi', 'with', 'them']"
788,0,"['no', 'idea', 'toffler', 'doesn', 't', 'look', 'all', 'that', 'bangkok', 'relat', 'either']"
1272,4,"['thnx', '4', 'appreci']"
933,4,"['woh', 'noth', 'judgment', 'here', 'just', 'a', 'pure', 'guess', 'retriev', 'from', '140']"
96,0,"['how', 'awesom', 'lol', 'i', 'guess', 'they', 'were', 'good', 'but', 'it', 'could', 'still', 'be', 'better']"
327,0,"['is', 'go', 'to', 'be', 'so', 'sad', 'when', 'her', 'friend', 'move', 'back', 'to', 'land', 'o', 'especi', 'sinc', 'i', 'can', 't', 'drive', 'until', 'aug', 'due', 'to', 'this', 'bum', 'foot']"
1449,4,"['wow', 'with', 'no', 'sourc', 'for', 'organ', 'bean', 'or', 'broccoli', 'sprout', 'i', 'think', 'that', 'donut', 'need', 'to', 'be', 'chocol', 'cover']"
645,0,"['tech', 'theatr', 'own', 'my', 'soul']"
1077,4,"['watch', 'the', 'new', 'moon', 'trailer', 'just', 'then', 'now', 'just', 'have', 'to', 'wait', 'for', 'the', 'next', 'one']"
34,0,"['wtf', 'is', 'go', 'on', 'with', 'the', 'chief', 'get', 'smash', 'at', 'the', '1', '2', 'way', 'point', 'of', 'the', 's14', 'final']"
1585,4,"['that', 's', 'becaus', 'im', 'almost', 'never', 'on', 'haha', 'just', 'dm', 'me', 'sometim', 'and', 'i', 'll', 'log', 'on']"
427,0,"['ahhh', 'i', 'love', 'you', 'too', 'david', 'xxxxxx', 'miss', 'you']"
867,4,"['had', 'a', 'great', 'time', 'last', 'night', 'skyy', 'vodka', 'doe', 'the', 'bodi', 'good', 'until', 'the', 'next', 'morn', 'hehe']"
1021,4,"['ohhh', 'and', 'and', 'and', 'haha', 'lol', 'swag', 'igotmyswagback', 'hahaa', 'honest', 'i', 'feel', 'flatter']"
1518,4,"['just', 'went', 'shop', 'with', 'miranda', 'and', 'found', 'my', 'perfect', 'dress', 'for', 'johnni', 'high']"
602,0,"['i', 'want', 'to', 'go', 'out', 'ahhh', 'pooo']"
948,4,"['accompani', 'zakir', 'to', 'do', 'his', 'passport', 'today', '4', 'cousin', 'wed', 'on', 'saturday', 'need', 'to', 'eat', 'more', 'i', 'm', 'get', 'thinner', 'again', 'lol', 'stresshead']"
107,0,"['damn', 'you', 'that', 's', 'proper', 'unfair']"
150,0,"['ahhh', 'noooo', 'now', 'everyon', 'will', 'know', 'i', 'm', 'gullibl']"
191,0,"['is', 'back', 'to', 'work', 'squarespac']"
145,0,"['i', 'm', 'emo', 'becaus', 'i', 'can', 't', 'be', 'part', 'of', 'demi', 's', 'music', 'video', 'one', 'of', 'the', 'saddest', 'day', 'of', 'my', 'life']"
298,0,"['that', 's', 'one', 'of', 'the', 'downsid', 'of', 'my', 'job', 'no', 'stock', 'deal', 'sheal', 'allow']"
412,0,"['no', 'ff', 'for', 'me', 'this', 'week', 'as', 'im', 'onli', 'work', 'half', 'day', 'and', 'no', 'iron', 'and', 'timeonlin', 'is', 'due', 'by', 'noon', 'today', 'sat', 'shift', 'is', 'on', 'this', 'pay']"
1452,4,"['it', 's', 'not', 'sad', 'kinda', 'like', 'find', '100', 'peso', 'in', 'the', 'pavement', 'which', 'never', 'happen', 'to', 'me']"
653,0,"['hey', 'everyon', 'so', 'sorri', 'for', 'abandon', 'my', 'twitter', 'but', 'i', 'promis', 'leav', 'not', 'my', 'abandon', 'twitter']"
1572,4,"['i', 'vow', 'to', 'be', 'better', 'with', 'time', 'manag', 'by', 'the', 'end', 'of', 'the', 'summer']"
993,4,"['either', 'way', 'it', 'll', 'be', 'excit', 'for', 'them']"
428,0,"['up', 'an', 'idk', 'y']"
405,0,"['shivaranjan', 'arjunvj', 'waat', 'lag', 'gai', 'pairo', 'ki', 'hope', 'i', 'll', 'be', 'abl', 'to', 'run', 'soon']"
889,4,"['is', 'head', 'back', 'home', 'this', 'afternoon', 'after', 'a', 'great', 'weekend', 'up', 'here']"
1329,4,"['y', 'all', 'are', 'lame', 'with', 'your', 'non', 'avatar', 'twitter', 'account', 'stick', 'a', 'pictur', 'up', 'for', 'snarf', 's', 'sake']"
1264,4,"['hahaha', 'thank', 'kati']"
1326,4,"['i', 'should', 'hate', 'you', 'but', 'i', 'can', 't', 'so', 'i', 'will', 'not', 'buy', 'your', 'album', 'na', 'lang']"
837,4,"['vienna', 'bounc', 'bounc', 'bounc']"
357,0,"['cant', 'believ', 'nadal', 'out', 'of', 'french', 'open', 'but', 'i', 'am', 'happi', 'feder', 'it', 'ur', 'turn', 'now']"
